id,time,lat,long
272786,2012-01-04T08:00:19,-43.6777,152.821
272787,2012-01-04T08:00:19,-25.842,30.6928
272788,2012-01-04T08:00:19,0.240809,69.5775
272789,2012-01-04T08:00:19,-7.13477,32.8455
272790,2012-01-04T08:00:19,-4.2701,48.5357
272791,2012-01-04T08:00:19,-0.642427,88.7794
272785,2012-01-04T08:00:19,-66.922,118.034
272792,2012-01-04T08:00:19,13.573,92.3737
272793,2012-01-04T10:00:19,-66.8692,116.907
272794,2012-01-04T10:00:19,-43.8406,152.184
272795,2012-01-04T10:00:19,-26.6824,30.3668
272796,2012-01-04T10:00:19,0.765604,69.7492
272797,2012-01-04T10:00:19,-6.74954,32.6055
272798,2012-01-04T10:00:19,-4.87452,48.6637
272800,2012-01-04T12:00:19,-43.9385,151.698
272801,2012-01-04T12:00:19,-27.4981,30.1175
272802,2012-01-04T12:00:19,0.76518,69.6284
272803,2012-01-04T12:00:19,-5.01826,49.7981
272799,2012-01-04T12:00:19,-66.2376,116.033
272804,2012-01-04T12:00:19,-4.69063,30.6289
233208,2012-01-04T13:00:14,27.1197,135.449
233196,2012-01-04T13:00:14,-62.0269,152.145
233197,2012-01-04T13:00:14,-47.231,32.8983
233209,2012-01-04T13:00:14,36.1206,72.6291
233210,2012-01-04T13:00:14,44.322,149.739
233198,2012-01-04T13:00:14,-2.8583,79.3697
233199,2012-01-04T13:00:14,-49.8949,151.461
233200,2012-01-04T13:00:14,-30.2074,118.49
233201,2012-01-04T13:00:14,-40.5439,151.136
233203,2012-01-04T13:00:14,-26.888,35.9552
233205,2012-01-04T13:00:14,-10.7904,17.3502
233206,2012-01-04T13:00:14,14.0146,150.404
233207,2012-01-04T13:00:14,44.4446,14.86
233211,2012-01-04T13:00:14,52.3926,118.479
233212,2012-01-04T13:00:14,76.1308,50.944
272805,2012-01-04T14:00:19,-71.1715,109.511
272810,2012-01-04T14:00:19,-3.65017,30.3143
272809,2012-01-04T14:00:19,-7.6006,52.0476
272808,2012-01-04T14:00:19,1.12699,69.9152
272807,2012-01-04T14:00:19,-26.5956,30.0824
272806,2012-01-04T14:00:19,-49.6832,144.697
272813,2012-01-04T16:00:19,1.18745,69.9244
272811,2012-01-04T16:00:19,-65.7968,112.898
272816,2012-01-04T16:00:19,-0.35221,89.3649
272815,2012-01-04T16:00:19,-3.62797,30.495
272814,2012-01-04T16:00:19,-8.20149,53.5997
272812,2012-01-04T16:00:19,-27.3094,29.4325
272822,2012-01-04T18:00:19,-4.6851,43.016
272823,2012-01-04T18:00:19,-0.142838,89.8754
272820,2012-01-04T18:00:19,1.59833,69.9909
272819,2012-01-04T18:00:19,-29.5042,27.8239
272818,2012-01-04T18:00:19,-66.5539,109.99
272821,2012-01-04T18:00:19,-4.12372,30.9071
272826,2012-01-04T20:00:19,-49.4059,144.197
272827,2012-01-04T20:00:19,-28.2649,28.2098
272828,2012-01-04T20:00:19,0.532725,69.3683
272831,2012-01-04T20:00:19,78.5148,1.21842
272830,2012-01-04T20:00:19,-0.072963,89.9066
272829,2012-01-04T20:00:19,-5.98521,33.2498
272825,2012-01-04T20:00:19,-71.7906,103.452
272832,2012-01-04T22:00:19,-67.01,107.244
272833,2012-01-04T22:00:19,-28.3773,27.9554
272834,2012-01-04T22:00:19,0.133702,69.3439
272835,2012-01-04T22:00:19,-4.85216,31.9554
272836,2012-01-04T22:00:19,0.19205,90.2931
272837,2012-01-04T22:00:19,78.5497,0.666252
272838,2012-01-05T00:00:19,-67.0378,106.164
272840,2012-01-05T00:00:19,-0.0740422,69.2427
272842,2012-01-05T00:00:19,-1.09057,89.9354
272841,2012-01-05T00:00:19,-4.40697,31.3735
272839,2012-01-05T00:00:19,-28.5976,27.8802
233214,2012-01-05T01:00:15,-46.673,47.3535
233215,2012-01-05T01:00:15,0.189018,72.7999
233216,2012-01-05T01:00:15,-46.9049,16.9223
233218,2012-01-05T01:00:15,-43.789,140.92
233219,2012-01-05T01:00:15,-35.6025,150.025
233220,2012-01-05T01:00:15,-33.0323,43.0443
233221,2012-01-05T01:00:15,-23.7687,148.162
233222,2012-01-05T01:00:15,-16.8664,150.01
233223,2012-01-05T01:00:15,-10.1114,7.56567
233225,2012-01-05T01:00:15,9.46551,144.494
233227,2012-01-05T01:00:15,25.1309,120.96
233229,2012-01-05T01:00:15,49.7504,6.70483
233230,2012-01-05T01:00:15,45.857,140.887
233231,2012-01-05T01:00:15,50.9777,99.1477
233232,2012-01-05T01:00:15,55.8218,130.095
233233,2012-01-05T01:00:15,77.5935,45.9561
233213,2012-01-05T01:00:15,-65.0279,143.799
272848,2012-01-05T02:00:19,-0.269532,69.1065
272850,2012-01-05T02:00:19,-2.11767,89.4443
272845,2012-01-05T02:00:19,-67.4917,104.132
272851,2012-01-05T02:00:19,75.1163,1.83982
272846,2012-01-05T02:00:19,-28.2828,28.3859
272847,2012-01-05T02:00:19,-21.2698,5.19962
272849,2012-01-05T02:00:19,-2.92266,29.9546
272860,2012-01-05T04:00:19,-1.85952,89.0275
272852,2012-01-05T04:00:19,-71.4527,99.1158
272853,2012-01-05T04:00:19,-49.6869,142.957
272854,2012-01-05T04:00:19,-27.9391,28.7316
272855,2012-01-05T04:00:19,-20.7081,4.76357
272856,2012-01-05T04:00:19,-15.8546,61.3377
272857,2012-01-05T04:00:19,2.22861,70.1655
272858,2012-01-05T04:00:19,-1.89489,29.1896
272859,2012-01-05T04:00:19,-3.06148,44.4241
272865,2012-01-05T06:00:19,-16.0005,61.6169
272864,2012-01-05T06:00:19,-20.6465,4.85214
272863,2012-01-05T06:00:19,-27.829,28.9116
272869,2012-01-05T06:00:19,-2.61905,44.2764
272862,2012-01-05T06:00:19,-68.9722,100.374
272871,2012-01-05T06:00:19,86.8828,89.1588
272868,2012-01-05T06:00:19,-1.9791,89.0752
272867,2012-01-05T06:00:19,-1.71199,29.136
272866,2012-01-05T06:00:19,3.18786,70.4453
272876,2012-01-05T08:00:19,0.59141,69.2817
272878,2012-01-05T08:00:19,-2.15815,89.0498
272880,2012-01-05T08:00:19,86.3597,85.6784
272872,2012-01-05T08:00:19,-71.4556,96.9792
272873,2012-01-05T08:00:19,-47.8978,146.506
272874,2012-01-05T08:00:19,-28.2436,28.8549
272875,2012-01-05T08:00:19,-20.6151,5.05101
272877,2012-01-05T08:00:19,-1.61343,28.9517
272886,2012-01-05T10:00:19,-1.50116,29.4894
272889,2012-01-05T10:00:19,85.505,85.7242
272887,2012-01-05T10:00:19,-2.06025,89.2789
272885,2012-01-05T10:00:19,0.00926096,69.0201
272884,2012-01-05T10:00:19,-20.6722,5.15734
272883,2012-01-05T10:00:19,-28.3873,28.7873
272882,2012-01-05T10:00:19,-44.6162,142.354
272881,2012-01-05T10:00:19,-71.4145,95.2078
272896,2012-01-05T12:00:19,-2.10608,89.0014
272899,2012-01-05T12:00:19,85.2006,86.2238
272890,2012-01-05T12:00:19,-71.6814,92.5786
272892,2012-01-05T12:00:19,-28.9673,28.5916
272893,2012-01-05T12:00:19,-20.4253,4.80489
272894,2012-01-05T12:00:19,0.087027,69.1171
272895,2012-01-05T12:00:19,0.892996,28.139
272897,2012-01-05T12:00:19,-0.223357,46.0124
233236,2012-01-05T13:00:13,-45.6273,4.63293
